City,Date,NO2,CO,SO2
Brajrajnagar,2019-12-23,20.22,0.87,5.58
Brajrajnagar,2019-12-24,20.31,1.07,7.26
Brajrajnagar,2019-12-25,14.67,1.26,7.56
Brajrajnagar,2019-12-26,13.52,1.19,6.31
Brajrajnagar,2019-12-27,11.35,0.82,4.65
Brajrajnagar,2019-12-28,23.88,0.64,3.94
Brajrajnagar,2019-12-29,26.01,0.82,3.73
Brajrajnagar,2019-12-30,21.09,0.97,4.36
Brajrajnagar,2019-12-31,24.51,1.1,3.13
Brajrajnagar,2020-01-01,18.45,1.19,2.86
Brajrajnagar,2020-01-02,13.58,1.26,3.09
Brajrajnagar,2020-01-03,15.66,1.33,3.35
Brajrajnagar,2020-01-04,12.74,1.33,3.84
Brajrajnagar,2020-01-05,9.65,1.45,3.08
Brajrajnagar,2020-01-06,15.99,1.45,3.32
Brajrajnagar,2020-01-07,21.59,1.48,4.94
Brajrajnagar,2020-01-08,16.87,1.54,4.34
Brajrajnagar,2020-01-09,10.8,1.52,4.14
Brajrajnagar,2020-01-10,15.1,1.14,4.19
Brajrajnagar,2020-01-11,17.58,1.69,3.88
Brajrajnagar,2020-01-12,19.02,1.71,4.11
Brajrajnagar,2020-01-13,19.98,1.74,5.59
Brajrajnagar,2020-01-14,23.2,1.29,5.63
Brajrajnagar,2020-01-15,26.74,0.82,8.53
Brajrajnagar,2020-01-16,20.64,0.84,6.95
Brajrajnagar,2020-01-17,25.34,0.86,6.45
Brajrajnagar,2020-01-18,15.4,0.85,6.23
Brajrajnagar,2020-01-19,17,0.89,5.37
Brajrajnagar,2020-01-20,22.11,0.87,4.62
Brajrajnagar,2020-01-21,31.01,0.87,5.69
Brajrajnagar,2020-01-22,19.5,0.87,6.26
Brajrajnagar,2020-01-23,14.01,0.9,5.11
Brajrajnagar,2020-01-24,17.51,0.54,4.56
Brajrajnagar,2020-01-25,,0,
Brajrajnagar,2020-01-26,,0,
Brajrajnagar,2020-01-27,22.61,0.39,4.98
Brajrajnagar,2020-01-28,21.22,0.88,5.54
Brajrajnagar,2020-01-29,13.72,0.89,4.77
Brajrajnagar,2020-01-30,12.47,0.87,5.34
Brajrajnagar,2020-01-31,21.69,0.89,4.05
Brajrajnagar,2020-02-01,16.45,0.85,4.43
Brajrajnagar,2020-02-02,20.67,0.89,3.77
Brajrajnagar,2020-02-03,27.47,0.86,6.09
Brajrajnagar,2020-02-04,24.04,0.88,8.79
Brajrajnagar,2020-02-05,17.13,0.84,8.81
Brajrajnagar,2020-02-06,12.53,0.5,6.7
Brajrajnagar,2020-02-07,15.17,0.01,4.45
Brajrajnagar,2020-02-08,17.31,0.01,4.78
Brajrajnagar,2020-02-09,16.09,0.01,4.67
Brajrajnagar,2020-02-10,19.61,0.02,5.27
Brajrajnagar,2020-02-11,19.31,0.04,5.21
Brajrajnagar,2020-02-12,28.99,0.04,6.12
Brajrajnagar,2020-02-13,27.35,0.05,6.66
Brajrajnagar,2020-02-14,19.21,0.03,5.62
Brajrajnagar,2020-02-15,26.35,0.01,4.27
Brajrajnagar,2020-02-16,22.37,0.01,3.73
Brajrajnagar,2020-02-17,23.73,0.02,4.49
Brajrajnagar,2020-02-18,22.93,0.02,5.32
Brajrajnagar,2020-02-19,28.87,0.04,11.05
Brajrajnagar,2020-02-20,23.77,0.04,9.58
Brajrajnagar,2020-02-21,20.87,0.05,5.77
Brajrajnagar,2020-02-22,23.05,0.05,7.63
Brajrajnagar,2020-02-23,21.41,0.05,6.54
Brajrajnagar,2020-02-24,16.9,0.05,3.5
Brajrajnagar,2020-02-25,14.46,0.05,4.48
Brajrajnagar,2020-02-26,15.66,0.04,3.39
Brajrajnagar,2020-02-27,19.35,0.03,2.69
Brajrajnagar,2020-02-28,18.13,0.01,3.47
Brajrajnagar,2020-02-29,,0,
Brajrajnagar,2020-03-01,,0,
Brajrajnagar,2020-03-02,,0,
Brajrajnagar,2020-03-03,20.74,0.03,8.69
Brajrajnagar,2020-03-04,18,0.05,5.82
Brajrajnagar,2020-03-05,17.88,0.04,4.57
Brajrajnagar,2020-03-06,17.94,0.03,3.6
Brajrajnagar,2020-03-07,12.39,0.01,3.1
Brajrajnagar,2020-03-08,8.87,0.01,2.56
Brajrajnagar,2020-03-09,14.48,0.07,5.07
Brajrajnagar,2020-03-10,18.54,0.26,3.82
Brajrajnagar,2020-03-11,14.63,0.24,2.73
Brajrajnagar,2020-03-12,11.37,0.23,2.44
Brajrajnagar,2020-03-13,,,
Brajrajnagar,2020-03-14,,,
Brajrajnagar,2020-03-15,,,
Brajrajnagar,2020-03-16,,,
Brajrajnagar,2020-03-17,6.38,0.29,4.12
Brajrajnagar,2020-03-18,3.13,0.3,3.84
Brajrajnagar,2020-03-19,4.77,0.3,4.08
Brajrajnagar,2020-03-20,,,
Brajrajnagar,2020-03-21,,,
Brajrajnagar,2020-03-22,,,
Brajrajnagar,2020-03-23,,,
Brajrajnagar,2020-03-24,5.65,0.3,5.21
Brajrajnagar,2020-03-25,4.66,0.3,4.25
Brajrajnagar,2020-03-26,2.92,0.3,3.99
Brajrajnagar,2020-03-27,3.5,0.3,5.02
Brajrajnagar,2020-03-28,,0.29,4.03
Brajrajnagar,2020-03-29,,0.29,3.65
Brajrajnagar,2020-03-30,,0.28,4.26
Brajrajnagar,2020-03-31,,0.28,4.92
Brajrajnagar,2020-04-01,,0.28,4.65
Brajrajnagar,2020-04-02,,0.29,4.14
Brajrajnagar,2020-04-03,,0.3,3.8
Brajrajnagar,2020-04-04,,0.31,4.28
Brajrajnagar,2020-04-05,,0.3,4.29
Brajrajnagar,2020-04-06,,0.3,4.3
Brajrajnagar,2020-04-07,,0.31,4.64
Brajrajnagar,2020-04-08,,0.31,4.89
Brajrajnagar,2020-04-09,,0.41,5.74
Brajrajnagar,2020-04-10,,0.33,5.7
Brajrajnagar,2020-04-11,,0.33,5.26
Brajrajnagar,2020-04-12,,0.34,5.55
Brajrajnagar,2020-04-13,,0.35,5.13
Brajrajnagar,2020-04-14,,0.35,4.94
Brajrajnagar,2020-04-15,,0.37,4.32
Brajrajnagar,2020-04-16,,0.36,4.4
Brajrajnagar,2020-04-17,,0.38,4.32
Brajrajnagar,2020-04-18,,0.39,5.04
Brajrajnagar,2020-04-19,,0.38,5.29
Brajrajnagar,2020-04-20,,0.39,4.52
Brajrajnagar,2020-04-21,,0.39,4.31
Brajrajnagar,2020-04-22,,0.38,4.96
Brajrajnagar,2020-04-23,,0.37,4.62
Brajrajnagar,2020-04-24,,0.36,4.26
Brajrajnagar,2020-04-25,,0.35,5.02
Brajrajnagar,2020-04-26,,0.35,4.59
Brajrajnagar,2020-04-27,,0.34,4.31
Brajrajnagar,2020-04-28,,0.33,4.62
Brajrajnagar,2020-04-29,,0.33,4.02
Brajrajnagar,2020-04-30,,0.32,4.96
Brajrajnagar,2020-05-01,,0.31,5.55
Brajrajnagar,2020-05-02,,,
Brajrajnagar,2020-05-03,,0.46,
Brajrajnagar,2020-05-04,,0.39,
Brajrajnagar,2020-05-05,,0.38,
Brajrajnagar,2020-05-06,,0.38,
Brajrajnagar,2020-05-07,,0.38,
Brajrajnagar,2020-05-08,,0.38,
Brajrajnagar,2020-05-09,,0.38,
Brajrajnagar,2020-05-10,,0.38,
Brajrajnagar,2020-05-11,32.61,0.65,7.76
Brajrajnagar,2020-05-12,,0.42,5.21
Brajrajnagar,2020-05-13,34.21,0.49,6.9
Brajrajnagar,2020-05-14,,0.42,
Brajrajnagar,2020-05-15,,0.37,
Brajrajnagar,2020-05-16,,0.37,
Brajrajnagar,2020-05-17,,0.37,
Brajrajnagar,2020-05-18,,,
Brajrajnagar,2020-05-19,,,
Brajrajnagar,2020-05-20,,,
Brajrajnagar,2020-05-21,,,
Brajrajnagar,2020-05-22,,,
Brajrajnagar,2020-05-23,,,
Brajrajnagar,2020-05-24,,,
Brajrajnagar,2020-05-25,,,
Brajrajnagar,2020-05-26,,,
Brajrajnagar,2020-05-27,,,
Brajrajnagar,2020-05-28,,,
Brajrajnagar,2020-05-29,29.45,0.82,9.28
Brajrajnagar,2020-05-30,7.46,0.62,8.56
Brajrajnagar,2020-05-31,0.49,0.66,7.07
Brajrajnagar,2020-06-01,0.6,0.68,6.2
Brajrajnagar,2020-06-02,0.52,0.57,5.93
Brajrajnagar,2020-06-03,,0.66,5.25
Brajrajnagar,2020-06-04,,0,6.31
Brajrajnagar,2020-06-05,,0,5.37
Brajrajnagar,2020-06-06,0.83,0.74,6.42
Brajrajnagar,2020-06-07,0.71,0.71,8.73
Brajrajnagar,2020-06-08,0.61,0.64,6.88
Brajrajnagar,2020-06-09,0.53,0.64,6.52
Brajrajnagar,2020-06-10,0.53,0.56,5.04
Brajrajnagar,2020-06-11,,0.59,5.94
Brajrajnagar,2020-06-12,,0.63,6.83
Brajrajnagar,2020-06-13,,0.63,6.94
Brajrajnagar,2020-06-14,,0.57,4.38
Brajrajnagar,2020-06-15,,1.03,16.64
Brajrajnagar,2020-06-16,,1.21,24.36
Brajrajnagar,2020-06-17,,,
Brajrajnagar,2020-06-18,,,
Brajrajnagar,2020-06-19,,,
Brajrajnagar,2020-06-20,,,
Brajrajnagar,2020-06-21,,,
Brajrajnagar,2020-06-22,,,
Brajrajnagar,2020-06-23,,,
Brajrajnagar,2020-06-24,,0,
Brajrajnagar,2020-06-25,34.04,0.32,10.37
Brajrajnagar,2020-06-26,3.37,0.43,7.47
Brajrajnagar,2020-06-27,,,
Brajrajnagar,2020-06-28,,,
Brajrajnagar,2020-06-29,,,
Brajrajnagar,2020-06-30,,,
Brajrajnagar,2020-07-01,,,
Chandigarh,2019-09-02,4.28,0.55,10.12
Chandigarh,2019-09-03,4.71,0.79,9.36
Chandigarh,2019-09-04,9.83,0.93,4.27
Chandigarh,2019-09-05,4.9,0.58,14.1
Chandigarh,2019-09-06,2.69,0.9,9.26
Chandigarh,2019-09-07,3.73,0.78,10.48
Chandigarh,2019-09-08,3.06,0.49,8.71
Chandigarh,2019-09-09,2.63,0.67,9.52
Chandigarh,2019-09-10,2.76,0.75,8.71
Chandigarh,2019-09-11,3.08,0.75,8.51
Chandigarh,2019-09-12,3.89,0.7,6.02
Chandigarh,2019-09-13,5.34,0.49,7.76
Chandigarh,2019-09-14,4.62,0.6,7.55
Chandigarh,2019-09-15,2.62,0.55,10.1
Chandigarh,2019-09-16,2.47,0.54,9.84
Chandigarh,2019-09-17,2.77,0.64,10.68
Chandigarh,2019-09-18,4.62,0.66,11.07
Chandigarh,2019-09-19,3.3,0.65,14.74
Chandigarh,2019-09-20,3.96,0.55,9.97
Chandigarh,2019-09-21,7.2,0.53,9.63
Chandigarh,2019-09-22,5.64,0.55,8.67
Chandigarh,2019-09-23,4.55,0.51,8.83
Chandigarh,2019-09-24,4.23,0.66,8.71
Chandigarh,2019-09-25,6.56,0.73,8.19
Chandigarh,2019-09-26,6.05,0.79,12.05
Chandigarh,2019-09-27,5.25,0.83,12.05
Chandigarh,2019-09-28,5.06,0.56,13.4
Chandigarh,2019-09-29,3.31,0.5,14.95
Chandigarh,2019-09-30,5.59,0.81,18.05
Chandigarh,2019-10-01,5.3,0.85,16.05
Chandigarh,2019-10-02,5.38,0.54,15.9
Chandigarh,2019-10-03,7.86,0.71,16.42
Chandigarh,2019-10-04,8.1,0.46,18.14
Chandigarh,2019-10-05,4.75,0.44,15.09
Chandigarh,2019-10-06,4.05,0.49,14.44
Chandigarh,2019-10-07,5,0.51,11.35
Chandigarh,2019-10-08,4.64,0.61,12.42
Chandigarh,2019-10-09,5.73,0.85,13.54
Chandigarh,2019-10-10,6.53,0.74,12.52
Chandigarh,2019-10-11,6.51,0.74,10.38
Chandigarh,2019-10-12,5.64,0.72,12.45
Chandigarh,2019-10-13,4.3,0.71,11.66
Chandigarh,2019-10-14,6.28,0.83,13.5
Chandigarh,2019-10-15,6.34,0.95,12.4
Chandigarh,2019-10-16,6.6,1,10.71
Chandigarh,2019-10-17,7.57,0.88,10.2
Chandigarh,2019-10-18,5.93,0.61,10.23
Chandigarh,2019-10-19,5.48,0.62,11.54
Chandigarh,2019-10-20,5.4,0.59,11.04
Chandigarh,2019-10-21,5.22,0.54,10.41
Chandigarh,2019-10-22,4.3,0.54,9.55
Chandigarh,2019-10-23,5.96,0.73,10.67
Chandigarh,2019-10-24,7.38,0.91,9.69
Chandigarh,2019-10-25,7.59,0.99,10.21
Chandigarh,2019-10-26,6.84,0.82,10.29
Chandigarh,2019-10-27,16.3,0.73,9.92
Chandigarh,2019-10-28,13.6,0.82,9.24
Chandigarh,2019-10-29,19.43,1.29,9.28
Chandigarh,2019-10-30,11.43,1.01,8.21
Chandigarh,2019-10-31,10.06,0.99,8.87
Chandigarh,2019-11-01,13.46,0.89,8.29
Chandigarh,2019-11-02,11.76,1.02,9.04
Chandigarh,2019-11-03,8.11,0.98,11.2
Chandigarh,2019-11-04,6.33,0.69,9.56
Chandigarh,2019-11-05,6.08,0.54,9.81
Chandigarh,2019-11-06,7.78,1.02,11.69
Chandigarh,2019-11-07,9.68,0.79,8.19
Chandigarh,2019-11-08,8.67,0.74,9.2
Chandigarh,2019-11-09,7.59,0.61,10.8
Chandigarh,2019-11-10,7.08,0.85,12.45
Chandigarh,2019-11-11,10.07,0.84,9.4
Chandigarh,2019-11-12,13.33,0.79,10.7
Chandigarh,2019-11-13,21.83,0.99,10.81
Chandigarh,2019-11-14,20.56,1.29,12.37
Chandigarh,2019-11-15,17.22,0.85,10.64
Chandigarh,2019-11-16,10.68,0.5,8.08
Chandigarh,2019-11-17,9.85,0.42,9.32
Chandigarh,2019-11-18,25.44,0.67,9.22
Chandigarh,2019-11-19,,1.07,10.57
Chandigarh,2019-11-20,,1.24,11.86
Chandigarh,2019-11-21,,0.93,12.07
Chandigarh,2019-11-22,,0.87,10.74
Chandigarh,2019-11-23,17.06,0.53,9.45
Chandigarh,2019-11-24,18.03,0.45,10.79
Chandigarh,2019-11-25,51.27,0.87,11.2
Chandigarh,2019-11-26,48.98,0.84,9.71
Chandigarh,2019-11-27,52.22,0.85,10.94
Chandigarh,2019-11-28,29.43,0.85,10.01
Chandigarh,2019-11-29,8.06,0.88,10.77
Chandigarh,2019-11-30,10.22,0.77,10.78
Chandigarh,2019-12-01,12.28,0.73,10.18
Chandigarh,2019-12-02,11.11,0.61,8.67
Chandigarh,2019-12-03,15.46,0.77,6.36
Chandigarh,2019-12-04,13.5,1.3,9.59
Chandigarh,2019-12-05,5.08,1.25,9.06
Chandigarh,2019-12-06,10.6,0.96,10.33
Chandigarh,2019-12-07,12.89,1,10.46
Chandigarh,2019-12-08,14.4,0.87,10.54
Chandigarh,2019-12-09,21.94,0.92,11.4
Chandigarh,2019-12-10,20.88,0.86,11.91
Chandigarh,2019-12-11,21.97,1.06,10.15
Chandigarh,2019-12-12,23.28,1.01,8.2
Chandigarh,2019-12-13,14.69,0.4,7.97
Chandigarh,2019-12-14,14.96,0.48,10.16
Chandigarh,2019-12-15,11.3,0.51,9.65
Chandigarh,2019-12-16,10.15,0.53,6.58
Chandigarh,2019-12-17,12.21,0.53,6.01
Chandigarh,2019-12-18,11.18,0.62,5.7
Chandigarh,2019-12-19,14.2,0.66,7.77
Chandigarh,2019-12-20,14.95,0.8,8.64
Chandigarh,2019-12-21,11.44,0.8,5.95
Chandigarh,2019-12-22,11.25,0.62,6.88
Chandigarh,2019-12-23,12.09,0.66,6.83
Chandigarh,2019-12-24,13.21,0.72,6.88
Chandigarh,2019-12-25,9.79,0.49,5.65
Chandigarh,2019-12-26,10.41,0.49,6.14
Chandigarh,2019-12-27,14.23,0.58,4.76
Chandigarh,2019-12-28,11.78,0.69,6.58
Chandigarh,2019-12-29,12.41,0.77,5.62
Chandigarh,2019-12-30,16.28,1.04,6.59
Chandigarh,2019-12-31,14.74,1.24,7.27
Chandigarh,2020-01-01,15.96,1.11,7.79
Chandigarh,2020-01-02,13.18,0.97,8.9
Chandigarh,2020-01-03,11.14,0.93,11.32
Chandigarh,2020-01-04,13.16,0.84,9.13
Chandigarh,2020-01-05,13.63,0.64,8.39
Chandigarh,2020-01-06,12.04,0.57,9.79
Chandigarh,2020-01-07,11.69,0.79,8.73
Chandigarh,2020-01-08,9.94,0.61,7.9
Chandigarh,2020-01-09,11.19,0.44,5.58
Chandigarh,2020-01-10,11.61,0.5,6
Chandigarh,2020-01-11,15.57,0.76,6.55
Chandigarh,2020-01-12,17.6,0.92,9.83
Chandigarh,2020-01-13,15.63,0.88,7.38
Chandigarh,2020-01-14,9.24,0.69,6.7
Chandigarh,2020-01-15,12.03,0.68,7.03
Chandigarh,2020-01-16,11.91,0.67,6.47
Chandigarh,2020-01-17,10.91,0.75,7.18
Chandigarh,2020-01-18,11.8,0.69,8.39
Chandigarh,2020-01-19,11.33,0.78,7.99
Chandigarh,2020-01-20,13.64,0.96,6.46
Chandigarh,2020-01-21,16.84,1.03,9.06
Chandigarh,2020-01-22,12.43,0.73,7.32
Chandigarh,2020-01-23,10.72,0.43,5.37
Chandigarh,2020-01-24,13.16,0.54,5.84
Chandigarh,2020-01-25,13.38,1.03,7.56
Chandigarh,2020-01-26,14.09,0.9,8.11
Chandigarh,2020-01-27,18.67,0.98,8.26
Chandigarh,2020-01-28,17.71,0.64,7.53
Chandigarh,2020-01-29,16.39,0.51,7.44
Chandigarh,2020-01-30,11.56,0.46,5.88
Chandigarh,2020-01-31,12.56,0.6,6.3
Chandigarh,2020-02-01,15.01,0.82,7.97
Chandigarh,2020-02-02,12.5,0.57,6.96
Chandigarh,2020-02-03,14.34,0.76,7.01
Chandigarh,2020-02-04,16.22,0.87,8.97
Chandigarh,2020-02-05,11.9,0.5,7.05
Chandigarh,2020-02-06,13.75,0.71,7.71
Chandigarh,2020-02-07,17.65,0.82,9.1
Chandigarh,2020-02-08,15.27,0.67,7.94
Chandigarh,2020-02-09,19.65,0.82,10.03
Chandigarh,2020-02-10,18.27,0.89,8.69
Chandigarh,2020-02-11,17.75,0.85,8.71
Chandigarh,2020-02-12,15.96,0.65,8.35
Chandigarh,2020-02-13,14.52,0.59,9.29
Chandigarh,2020-02-14,13.63,0.49,8.37
Chandigarh,2020-02-15,14.94,0.56,9.09
Chandigarh,2020-02-16,18.43,0.68,9.39
Chandigarh,2020-02-17,17.18,0.61,8.07
Chandigarh,2020-02-18,17.63,0.66,9.85
Chandigarh,2020-02-19,23.78,1,8.79
Chandigarh,2020-02-20,22.32,0.66,10.52
Chandigarh,2020-02-21,19.61,0.58,11.11
Chandigarh,2020-02-22,16.27,0.61,9.63
Chandigarh,2020-02-23,16.68,0.67,10
Chandigarh,2020-02-24,14.65,0.54,10.26
Chandigarh,2020-02-25,17.82,0.65,11.05
Chandigarh,2020-02-26,21.72,0.91,11.17
Chandigarh,2020-02-27,22.96,1.03,11.55
Chandigarh,2020-02-28,19.63,0.79,9.13
Chandigarh,2020-02-29,19.64,0.63,8.1
Chandigarh,2020-03-01,19.34,0.7,9.37
Chandigarh,2020-03-02,19.91,0.72,11.08
Chandigarh,2020-03-03,16.91,0.6,9.75
Chandigarh,2020-03-04,21.84,0.77,10.94
Chandigarh,2020-03-05,21.44,0.52,8.94
Chandigarh,2020-03-06,17.43,0.4,7.91
Chandigarh,2020-03-07,12.2,0.57,6.45
Chandigarh,2020-03-08,14.69,0.66,8.51
Chandigarh,2020-03-09,13.26,0.38,7.63
Chandigarh,2020-03-10,18.13,0.6,9.69
Chandigarh,2020-03-11,20.98,0.63,8.38
Chandigarh,2020-03-12,19.73,0.54,8.23
Chandigarh,2020-03-13,18.04,0.46,8.05
Chandigarh,2020-03-14,12.29,0.38,10.93
Chandigarh,2020-03-15,9.66,0.46,9.47
Chandigarh,2020-03-16,9.14,0.47,10.27
Chandigarh,2020-03-17,8.04,0.5,9.45
Chandigarh,2020-03-18,8.72,0.56,9.75
Chandigarh,2020-03-19,11.22,0.66,10.23
Chandigarh,2020-03-20,12.79,0.76,14.03
Chandigarh,2020-03-21,12.43,0.71,13.58
Chandigarh,2020-03-22,9.7,0.53,11.7
Chandigarh,2020-03-23,10.02,0.54,11.08
Chandigarh,2020-03-24,9.91,0.5,11.95
Chandigarh,2020-03-25,8.88,0.52,11.13
Chandigarh,2020-03-26,8.79,0.5,10.54
Chandigarh,2020-03-27,9.17,0.5,9.61
Chandigarh,2020-03-28,9.4,0.38,9.64
Chandigarh,2020-03-29,9.31,0.3,10.6
Chandigarh,2020-03-30,10.05,0.38,9.61
Chandigarh,2020-03-31,10.85,0.49,9.39
Chandigarh,2020-04-01,10.86,0.4,10.8
Chandigarh,2020-04-02,9.8,0.39,8.68
Chandigarh,2020-04-03,11.26,0.39,7.84
Chandigarh,2020-04-04,11.97,0.46,10.1
Chandigarh,2020-04-05,13.07,0.54,10.4
Chandigarh,2020-04-06,10.91,0.41,12.81
Chandigarh,2020-04-07,9.63,0.38,7.77
Chandigarh,2020-04-08,11.89,0.42,9.68
Chandigarh,2020-04-09,12.34,0.5,9.6
Chandigarh,2020-04-10,11.89,0.47,9.6
Chandigarh,2020-04-11,11.66,0.53,10.29
Chandigarh,2020-04-12,10.16,0.51,12.02
Chandigarh,2020-04-13,10.72,0.54,9.92
Chandigarh,2020-04-14,11.69,0.57,10.29
Chandigarh,2020-04-15,11.23,0.49,10.92
Chandigarh,2020-04-16,11.04,0.59,13.23
Chandigarh,2020-04-17,11.17,0.51,11.25
Chandigarh,2020-04-18,10.35,0.37,8.81
Chandigarh,2020-04-19,10.47,0.41,8.56
Chandigarh,2020-04-20,11.89,0.57,9.65
Chandigarh,2020-04-21,13.35,0.47,13.26
Chandigarh,2020-04-22,12.47,0.58,9.62
Chandigarh,2020-04-23,12.3,0.59,10.74
Chandigarh,2020-04-24,13.2,0.6,11.72
Chandigarh,2020-04-25,11.93,0.57,13.36
Chandigarh,2020-04-26,12.06,0.53,11.13
Chandigarh,2020-04-27,12.76,0.53,11.83
Chandigarh,2020-04-28,13.24,0.45,10.82
Chandigarh,2020-04-29,12.76,0.59,13.77
Chandigarh,2020-04-30,10.33,0.56,13.18
Chandigarh,2020-05-01,11.59,0.54,14.28
Chandigarh,2020-05-02,9.84,0.45,12.38
Chandigarh,2020-05-03,8.65,0.45,8.91
Chandigarh,2020-05-04,11.69,0.51,8.62
Chandigarh,2020-05-05,13.03,0.48,12.12
Chandigarh,2020-05-06,12.43,0.46,12.46
Chandigarh,2020-05-07,12.5,0.59,12.11
Chandigarh,2020-05-08,13.77,0.64,13.67
Chandigarh,2020-05-09,13.92,0.61,13.91
Chandigarh,2020-05-10,12.1,0.67,10.23
Chandigarh,2020-05-11,13.19,0.51,10.11
Chandigarh,2020-05-12,13.43,0.49,10.11
Chandigarh,2020-05-13,16.16,0.71,13.26
Chandigarh,2020-05-14,11.53,0.64,11.32
Chandigarh,2020-05-15,11.65,0.41,9.11
Chandigarh,2020-05-16,12.38,0.58,12.49
Chandigarh,2020-05-17,14.01,0.62,14.73
Chandigarh,2020-05-18,13.04,0.59,11.78
Chandigarh,2020-05-19,15.7,0.48,10.49
Chandigarh,2020-05-20,4.12,0.5,11.89
Chandigarh,2020-05-21,3.97,0.6,14.87
Chandigarh,2020-05-22,4.31,0.67,13.91
Chandigarh,2020-05-23,4.15,0.56,12.99
Chandigarh,2020-05-24,4.5,0.45,10.63
Chandigarh,2020-05-25,4.43,0.45,14.61
Chandigarh,2020-05-26,4.14,0.38,17.55
Chandigarh,2020-05-27,5.67,0.38,16.16
Chandigarh,2020-05-28,7.07,0.42,12.95
Chandigarh,2020-05-29,6.59,0.55,11.69
Chandigarh,2020-05-30,5.34,0.48,9.53
Chandigarh,2020-05-31,5.43,0.68,9.95
Chandigarh,2020-06-01,5.11,0.49,13.92
Chandigarh,2020-06-02,5.02,0.32,11.65
Chandigarh,2020-06-03,9.17,0.2,12.02
Chandigarh,2020-06-04,10.16,0.2,11.58
Chandigarh,2020-06-05,9.52,0.23,10.36
Chandigarh,2020-06-06,8.37,0.29,13.94
Chandigarh,2020-06-07,14.64,0.3,11.11
Chandigarh,2020-06-08,14.96,0.3,12.61
Chandigarh,2020-06-09,11.05,0.29,16.51
Chandigarh,2020-06-10,12.04,0.32,10.59
Chandigarh,2020-06-11,10.68,0.3,11.46
Chandigarh,2020-06-12,8.16,0.31,14.37
Chandigarh,2020-06-13,11.6,0.3,8.41
Chandigarh,2020-06-14,8.43,0.3,12.65
Chandigarh,2020-06-15,6.21,0.31,12.87
Chandigarh,2020-06-16,11.63,0.3,13.31
Chandigarh,2020-06-17,7.87,0.31,11.98
Chandigarh,2020-06-18,8.61,0.31,8.31
Chandigarh,2020-06-19,8.53,0.31,7.94
Chandigarh,2020-06-20,9.83,0.3,7.64
Chandigarh,2020-06-21,9.1,0.28,9.62
Chandigarh,2020-06-22,9.25,0.3,14.34
Chandigarh,2020-06-23,7.69,0.29,8.71
Chandigarh,2020-06-24,8.58,0.3,8.3
Chandigarh,2020-06-25,6.87,0.3,13.13
Chandigarh,2020-06-26,7.4,0.31,10.19
Chandigarh,2020-06-27,6.79,0.3,7.42
Chandigarh,2020-06-28,7.21,0.29,13.08
Chandigarh,2020-06-29,8.57,0.3,15.06
Chandigarh,2020-06-30,7.36,0.3,12.3
Chandigarh,2020-07-01,9.87,0.33,14.91
Chennai,2015-01-01,15.39,1.17,9.2
Chennai,2015-01-02,13.42,1.23,8.61
Chennai,2015-01-03,19.56,0.77,48.23
Chennai,2015-01-04,16.2,1,27.96
Chennai,2015-01-05,16.3,0.9,16.6
Chennai,2015-01-06,35.6,0.91,21.98
Chennai,2015-01-07,46.38,1.22,28.13
Chennai,2015-01-08,37.79,1.15,21.26
Chennai,2015-01-09,42.65,1.31,22.82
Chennai,2015-01-10,19.17,0.98,17.36
Chennai,2015-01-11,49.87,0.8,21.75
Chennai,2015-01-12,30.31,1.07,28.51
Chennai,2015-01-13,64.35,0.97,16.44
Chennai,2015-01-14,38.23,1.22,20.32
Chennai,2015-01-15,23.87,1.01,21.92
Chennai,2015-01-16,18.39,1.17,13.18
Chennai,2015-01-17,17.4,1.7,10.44
Chennai,2015-01-18,30.7,1.12,11.33
Chennai,2015-01-19,41.8,2.35,9.72
Chennai,2015-01-20,27.9,1.99,8.52
Chennai,2015-01-21,59.26,1.79,9.28
Chennai,2015-01-22,46.77,1.43,7.64
Chennai,2015-01-23,37.55,3.43,10.57
Chennai,2015-01-24,9.89,0.84,7.39
Chennai,2015-01-25,10.14,0.85,7.16
Chennai,2015-01-26,10.44,2.07,7.38
Chennai,2015-01-27,12.63,1.16,7.14
Chennai,2015-01-28,16.83,2.81,8.06
Chennai,2015-01-29,41.79,0.84,8.46
Chennai,2015-01-30,23.84,0.82,9.46
Chennai,2015-01-31,46.59,0.94,7.88
Chennai,2015-02-01,26.05,0.71,7.76
Chennai,2015-02-02,15.82,1.59,10.58
Chennai,2015-02-03,14.89,0.98,6.83
Chennai,2015-02-04,14,0.85,4.89
Chennai,2015-02-05,19.17,0.95,7.48
Chennai,2015-02-06,16.7,0.76,7.36
Chennai,2015-02-07,13.46,0.89,6.42
Chennai,2015-02-08,12.98,1.16,6.21
Chennai,2015-02-09,13.43,1.1,6.27
Chennai,2015-02-10,13.2,1,6.64
Chennai,2015-02-11,14.8,1,6.87
Chennai,2015-02-12,14.27,0.97,6.79
Chennai,2015-02-13,14.16,1.19,7.21
Chennai,2015-02-14,12.97,1.43,7.84
Chennai,2015-02-15,13.02,0.99,7.58
Chennai,2015-02-16,12.63,0.98,7.38
Chennai,2015-02-17,14.43,5.18,8.35
Chennai,2015-02-18,15.78,9.81,9.15
Chennai,2015-02-19,15.2,9.99,9.42
Chennai,2015-02-20,13.43,4.52,11.51
Chennai,2015-02-21,11.56,0.85,7.04
Chennai,2015-02-22,11.4,0.9,6.31
